#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Scerevisiae	2455_26744	t	Scerevisiae	2456_125383	h	1
Cglabrata	2455_26743	t	Cglabrata	2456_125382	h	1
Ndairenensis	436_222969	h	Ndairenensis	1642_186793	h	1
Cglabrata	436_222942	h	Cglabrata	1642_186771	h	1
Kafricana	436_222906	h	Kafricana	1642_186789	h	1
Cglabrata	1314_35384	h	Cglabrata	2858_5486	h	1
Ndairenensis	2097_196717	h	Ndairenensis	2870_204311	h	1
Kafricana	2097_196714	h	Kafricana	2870_204307	h	1
Ndairenensis	2077_144688	h	Ndairenensis	2888_53222	t	1
Knaganishii	2077_144685	h	Knaganishii	2888_53244	t	1
Cglabrata	2077_144681	h	Cglabrata	2888_53237	t	1
Scerevisiae	2077_144674	h	Scerevisiae	2888_53214	t	1
Kafricana	992_98811	h	Kafricana	995_189270	h	1
Cglabrata	451_167026	t	Cglabrata	462_90690	t	1
Ndairenensis	451_167016	t	Ndairenensis	462_90704	t	1
Knaganishii	451_167013	t	Knaganishii	462_90679	t	1
Kafricana	451_167012	t	Kafricana	462_90695	t	1
Scerevisiae	451_166998	t	Scerevisiae	462_90699	t	1
Ndairenensis	1614_166897	t	Ndairenensis	1616_167336	h	1
Knaganishii	1614_166887	t	Knaganishii	1616_167333	h	1
Scerevisiae	1614_166882	t	Scerevisiae	1616_167329	h	1
Cglabrata	1614_166881	t	Cglabrata	1616_167317	h	1
Knaganishii	4106_204836	h	Knaganishii	4107_77300	h	1
Kafricana	4106_204811	h	Kafricana	4107_77299	h	1
Cglabrata	4106_204807	h	Cglabrata	4107_77294	h	1
Scerevisiae	4106_204797	h	Scerevisiae	4107_77295	h	1
Kafricana	820_66787	h	Kafricana	3009_88191	h	1
Ndairenensis	2463_44813	h	Ndairenensis	4337_233846	t	1
Ndairenensis	2884_181457	t	Ndairenensis	2885_226710	t	1
Knaganishii	2884_181454	t	Knaganishii	2885_226707	t	1
Kafricana	2884_181453	t	Kafricana	2885_226706	t	1
node_10	2884_181452	t	node_10	2885_226705	t	1
Scerevisiae	2884_181450	t	Scerevisiae	2885_226703	t	1
Cglabrata	2884_181449	t	Cglabrata	2885_226702	t	1
Scerevisiae	1523_89930	h	Scerevisiae	1524_200079	h	1
Cglabrata	1523_89929	h	Cglabrata	1524_200052	h	1
Ndairenensis	1523_89920	h	Ndairenensis	1524_200088	h	1
Knaganishii	1523_89917	h	Knaganishii	1524_200106	h	1
Kafricana	1523_89905	h	Kafricana	1524_200068	h	1
Ndairenensis	1523_89898	h	Ndairenensis	1524_200085	h	1
Knaganishii	1523_89895	h	Knaganishii	1524_200107	h	1
Kafricana	1523_89894	h	Kafricana	1524_200067	h	1
Scerevisiae	1523_89891	h	Scerevisiae	1524_200053	h	1
Scerevisiae	696_213354	t	Scerevisiae	698_7624	t	1
Cglabrata	3476_220803	t	Cglabrata	3478_12520	t	1
Scerevisiae	3476_220781	t	Scerevisiae	3478_12521	t	1
Ndairenensis	3522_85458	h	Ndairenensis	3523_5211	t	1
Kafricana	3522_85454	h	Kafricana	3523_5208	t	1
node_9	3522_85452	h	node_9	3523_5205	t	1
Scerevisiae	3522_85451	h	Scerevisiae	3523_5204	t	1
Cglabrata	3522_85450	h	Cglabrata	3523_5232	t	1
Knaganishii	2082_38593	t	Knaganishii	2083_230333	t	1
Ndairenensis	2082_38575	t	Ndairenensis	2083_230336	t	1
Kafricana	2082_38572	t	Kafricana	2083_230332	t	1
Knaganishii	212_15582	h	Knaganishii	1416_221511	h	1
Kafricana	212_15581	h	Kafricana	1416_221489	h	1
Ndairenensis	212_15573	h	Ndairenensis	1416_221479	h	1
Kafricana	110_221617	h	Kafricana	115_181003	t	1
Ndairenensis	2651_231530	h	Ndairenensis	2661_130189	t	1
Scerevisiae	2651_231525	h	Scerevisiae	2661_130169	t	1
Cglabrata	2651_231515	h	Cglabrata	2661_130168	t	1
Knaganishii	2651_231510	h	Knaganishii	2661_130174	t	1
Kafricana	2651_231509	h	Kafricana	2661_130173	t	1
Ndairenensis	433_67562	t	Ndairenensis	434_120553	h	1
Scerevisiae	433_67552	t	Scerevisiae	434_120546	h	1
Knaganishii	433_67537	t	Knaganishii	434_120550	h	1
node_9	433_67534	t	node_9	434_120547	h	1
Cglabrata	433_67533	t	Cglabrata	434_120545	h	1
Ndairenensis	2672_18405	t	Ndairenensis	3547_39282	h	1
Knaganishii	1130_186394	h	Knaganishii	4153_97984	h	1
Ndairenensis	1130_186336	h	Ndairenensis	4153_97987	h	1
Scerevisiae	2253_10592	t	Scerevisiae	2254_110941	t	1
Ndairenensis	661_87458	t	Ndairenensis	1836_136311	t	1
Knaganishii	661_87446	t	Knaganishii	1836_136327	t	1
Kafricana	661_87445	t	Kafricana	1836_136308	t	1
Scerevisiae	905_127388	t	Scerevisiae	3293_189169	t	1
Ndairenensis	1086_197406	h	Ndairenensis	1688_167208	h	1
Knaganishii	126_2939	h	Knaganishii	1358_159242	h	1
Cglabrata	126_2934	h	Cglabrata	1358_159238	h	1
Kafricana	126_2920	h	Kafricana	1358_159241	h	1
Knaganishii	2128_146136	h	Knaganishii	2129_139394	h	1
Ndairenensis	2128_146127	h	Ndairenensis	2129_139397	h	1
Kafricana	2128_146124	h	Kafricana	2129_139393	h	1
Scerevisiae	2128_146120	h	Scerevisiae	2129_139390	h	1
Knaganishii	696_213359	t	Knaganishii	4727_123141	h	1
Kafricana	696_213358	t	Kafricana	4727_123140	h	1
Ndairenensis	696_213341	t	Ndairenensis	4727_123144	h	1
Cglabrata	4342_109855	t	Cglabrata	4349_203361	h	1
Cglabrata	4342_109816	t	Cglabrata	4349_203383	h	1
Ndairenensis	4044_61195	h	Ndairenensis	4938_6968	t	1
Knaganishii	4044_61192	h	Knaganishii	4938_6965	t	1
Kafricana	4044_61191	h	Kafricana	4938_7007	t	1
Scerevisiae	4044_61188	h	Scerevisiae	4938_7002	t	1
Cglabrata	4044_61176	h	Cglabrata	4938_6944	t	1
Knaganishii	2021_121055	h	Knaganishii	2033_112021	h	1
Kafricana	2021_121054	h	Kafricana	2033_112120	h	1
Scerevisiae	2021_121050	h	Scerevisiae	2033_112075	h	1
Cglabrata	2021_121035	h	Cglabrata	2033_112049	h	1
Knaganishii	2519_101334	t	Knaganishii	4029_168089	h	1
Kafricana	2519_101322	t	Kafricana	4029_168088	h	1
Cglabrata	1203_200026	t	Cglabrata	4984_182762	h	1
Scerevisiae	3396_180244	t	Scerevisiae	3397_88359	t	1
Kafricana	3396_180237	t	Kafricana	3397_88344	t	1
Ndairenensis	1337_49069	t	Ndairenensis	2313_56990	t	1
Ndairenensis	3251_61857	h	Ndairenensis	3252_199652	t	1
Kafricana	3251_61854	h	Kafricana	3252_199648	t	1
Knaganishii	3251_61838	h	Knaganishii	3252_199649	t	1
Cglabrata	3251_61833	h	Cglabrata	3252_199644	t	1
Knaganishii	1945_171619	t	Knaganishii	1946_112872	h	1
Scerevisiae	1945_171596	t	Scerevisiae	1946_112868	h	1
Knaganishii	432_154053	t	Knaganishii	3360_145493	t	1
Scerevisiae	1372_133684	h	Scerevisiae	1374_41897	t	1
Scerevisiae	3264_158188	h	Scerevisiae	3265_216140	t	1
Ndairenensis	3264_158175	h	Ndairenensis	3265_216149	t	1
Kafricana	3264_158172	h	Kafricana	3265_216144	t	1
Knaganishii	3264_158165	h	Knaganishii	3265_216136	t	1
Cglabrata	3264_158160	h	Cglabrata	3265_216130	t	1
Ndairenensis	1879_171575	h	Ndairenensis	1881_136040	h	1
Knaganishii	1879_171572	h	Knaganishii	1881_136056	h	1
Kafricana	1879_171571	h	Kafricana	1881_136055	h	1
Scerevisiae	1879_171568	h	Scerevisiae	1881_136035	h	1
Cglabrata	1879_171567	h	Cglabrata	1881_136051	h	1
node_7	1879_171565	h	node_7	1881_136032	h	1
Ndairenensis	6_216028	h	Ndairenensis	2446_68494	t	1
Knaganishii	6_216025	h	Knaganishii	2446_68472	t	1
Kafricana	6_216024	h	Kafricana	2446_68479	t	1
Ndairenensis	727_198731	h	Ndairenensis	730_2156	h	1
Cglabrata	727_198723	h	Cglabrata	730_2134	h	1
Ndairenensis	3128_91823	h	Ndairenensis	3130_13463	h	1
Knaganishii	3128_91820	h	Knaganishii	3130_13449	h	1
Kafricana	3128_91819	h	Kafricana	3130_13460	h	1
Scerevisiae	3128_91816	h	Scerevisiae	3130_13473	h	1
Cglabrata	3128_91815	h	Cglabrata	3130_13444	h	1
Cglabrata	2729_86673	t	Cglabrata	2962_12989	h	1
Ndairenensis	1_103915	t	Ndairenensis	5014_52809	h	1
Knaganishii	1_103912	t	Knaganishii	5014_52806	h	1
Kafricana	1_103911	t	Kafricana	5014_52805	h	1
node_10	1_103910	t	node_10	5014_52804	h	1
Scerevisiae	1_103908	t	Scerevisiae	5014_52802	h	1
Cglabrata	1_103899	t	Cglabrata	5014_52801	h	1
Knaganishii	1497_80572	t	Knaganishii	1990_95500	t	1
Ndairenensis	1497_80537	t	Ndairenensis	1990_95503	t	1
Kafricana	1497_80534	t	Kafricana	1990_95499	t	1
Kafricana	1310_194220	h	Kafricana	1321_138378	h	1
Scerevisiae	1310_194206	h	Scerevisiae	1321_138366	h	1
Ndairenensis	4088_40254	h	Ndairenensis	4090_101583	h	1
Knaganishii	4088_40238	h	Knaganishii	4090_101601	h	1
Kafricana	4088_40237	h	Kafricana	4090_101600	h	1
Scerevisiae	2462_178236	h	Scerevisiae	2463_44806	h	1
Kafricana	2462_178223	h	Kafricana	2463_44809	h	1
Knaganishii	2462_178212	h	Knaganishii	2463_44810	h	1
Cglabrata	2462_178207	h	Cglabrata	2463_44805	h	1
Knaganishii	2738_91986	t	Knaganishii	3967_121530	t	1
Kafricana	2738_91985	t	Kafricana	3967_121490	t	1
Scerevisiae	2738_91982	t	Scerevisiae	3967_121504	t	1
Ndairenensis	2738_91978	t	Ndairenensis	3967_121479	t	1
Cglabrata	2738_91972	t	Cglabrata	3967_121456	t	1
Scerevisiae	3614_97033	h	Scerevisiae	3615_39756	t	1
Ndairenensis	45_190215	t	Ndairenensis	46_87589	t	1
Knaganishii	45_190212	t	Knaganishii	46_87614	t	1
Kafricana	45_190211	t	Kafricana	46_87586	t	1
Scerevisiae	45_190202	t	Scerevisiae	46_87609	t	1
Cglabrata	45_190201	t	Cglabrata	46_87608	t	1
Ndairenensis	57_55932	t	Ndairenensis	2506_117910	t	1
Knaganishii	57_55929	t	Knaganishii	2506_117882	t	1
Scerevisiae	1905_69582	t	Scerevisiae	1906_201236	t	1
Kafricana	1905_69574	t	Kafricana	1906_201252	t	1
Scerevisiae	2896_193178	h	Scerevisiae	3363_158971	t	1
Ndairenensis	2897_72702	t	Ndairenensis	2898_49196	h	1
Knaganishii	2897_72699	t	Knaganishii	2898_49218	h	1
Kafricana	2897_72698	t	Kafricana	2898_49217	h	1
Scerevisiae	2897_72695	t	Scerevisiae	2898_49191	h	1
Cglabrata	2897_72694	t	Cglabrata	2898_49190	h	1
node_8	2897_72693	t	node_8	2898_49189	h	1
node_7	2897_72692	t	node_7	2898_49188	h	1
Knaganishii	3224_21493	t	Knaganishii	3225_233405	h	1
Ndairenensis	3224_21481	t	Ndairenensis	3225_233389	h	1
Kafricana	3224_21478	t	Kafricana	3225_233404	h	1
Scerevisiae	3224_21474	t	Scerevisiae	3225_233384	h	1
Ndairenensis	904_210804	t	Ndairenensis	3293_189176	t	1
Knaganishii	904_210801	t	Knaganishii	3293_189173	t	1
Knaganishii	902_119611	h	Knaganishii	903_579	t	1
Kafricana	902_119610	h	Kafricana	903_578	t	1
Cglabrata	902_119606	h	Cglabrata	903_574	t	1
Ndairenensis	902_119595	h	Ndairenensis	903_582	t	1
Cglabrata	2616_1517	t	Cglabrata	2617_119903	t	1
Ndairenensis	2616_1504	t	Ndairenensis	2617_119919	t	1
Knaganishii	2616_1501	t	Knaganishii	2617_119916	t	1
Kafricana	2616_1500	t	Kafricana	2617_119915	t	1
node_10	2616_1499	t	node_10	2617_119914	t	1
Scerevisiae	2616_1497	t	Scerevisiae	2617_119912	t	1
Ndairenensis	619_66442	h	Ndairenensis	620_86734	t	1
Scerevisiae	619_66437	h	Scerevisiae	620_86727	t	1
Knaganishii	619_66433	h	Knaganishii	620_86731	t	1
Kafricana	619_66432	h	Kafricana	620_86730	t	1
Cglabrata	524_124795	h	Cglabrata	526_185655	h	1
Scerevisiae	280_179336	h	Scerevisiae	281_214860	t	1
Ndairenensis	1427_188583	t	Ndairenensis	1429_97194	h	1
Knaganishii	1427_188580	t	Knaganishii	1429_97185	h	1
Kafricana	1427_188579	t	Kafricana	1429_97184	h	1
Scerevisiae	1427_188576	t	Scerevisiae	1429_97180	h	1
Cglabrata	1427_188575	t	Cglabrata	1429_97189	h	1
Ndairenensis	3358_206490	h	Ndairenensis	4710_11796	t	1
Cglabrata	3358_206484	h	Cglabrata	4710_11784	t	1
Ndairenensis	2519_101325	t	Ndairenensis	4028_10087	t	1
Ndairenensis	4012_194848	h	Ndairenensis	4013_68921	h	1
Scerevisiae	4012_194843	h	Scerevisiae	4013_68914	h	1
Knaganishii	4012_194839	h	Knaganishii	4013_68918	h	1
Kafricana	4012_194838	h	Kafricana	4013_68917	h	1
Cglabrata	4012_194834	h	Cglabrata	4013_68913	h	1
Cglabrata	2534_44424	t	Cglabrata	2538_188310	h	1
Cglabrata	3249_102329	h	Cglabrata	3258_138793	h	1
Knaganishii	2941_196893	t	Knaganishii	4233_25580	h	1
Kafricana	2941_196892	t	Kafricana	4233_25579	h	1
Cglabrata	2941_196888	t	Cglabrata	4233_25566	h	1
Kafricana	1751_159754	h	Kafricana	4809_50092	t	1
Scerevisiae	3201_92078	t	Scerevisiae	3202_46715	h	1
Ndairenensis	422_67022	t	Ndairenensis	423_168720	h	1
Knaganishii	422_67019	t	Knaganishii	423_168717	h	1
Kafricana	422_67018	t	Kafricana	423_168716	h	1
node_10	422_67017	t	node_10	423_168715	h	1
Scerevisiae	422_67015	t	Scerevisiae	423_168713	h	1
Cglabrata	422_67014	t	Cglabrata	423_168744	h	1
Kafricana	1860_137991	h	Kafricana	2336_109587	h	1
Cglabrata	1860_137973	h	Cglabrata	2336_109570	h	1
Knaganishii	1860_137958	h	Knaganishii	2336_109588	h	1
Scerevisiae	1709_214208	h	Scerevisiae	1711_121570	h	1
Cglabrata	1709_214207	h	Cglabrata	1711_121586	h	1
Ndairenensis	1709_214197	h	Ndairenensis	1711_121561	h	1
Knaganishii	1709_214194	h	Knaganishii	1711_121574	h	1
Kafricana	1709_214193	h	Kafricana	1711_121573	h	1
node_10	1709_214192	h	node_10	1711_121572	h	1
Knaganishii	2596_138191	h	Knaganishii	2597_96784	h	1
Kafricana	2596_138190	h	Kafricana	2597_96783	h	1
Scerevisiae	2596_138179	h	Scerevisiae	2597_96780	h	1
Knaganishii	2368_172488	h	Knaganishii	2369_116770	t	1
Kafricana	2368_172487	h	Kafricana	2369_116739	t	1
Scerevisiae	2368_172484	h	Scerevisiae	2369_116751	t	1
Cglabrata	2368_172471	h	Cglabrata	2369_116765	t	1
Ndairenensis	2471_100044	h	Ndairenensis	2480_161439	t	1
Knaganishii	2471_100041	h	Knaganishii	2480_161436	t	1
Kafricana	2471_100040	h	Kafricana	2480_161424	t	1
node_9	2471_100038	h	node_9	2480_161433	t	1
Scerevisiae	2471_100037	h	Scerevisiae	2480_161432	t	1
Cglabrata	2471_100036	h	Cglabrata	2480_161431	t	1
node_8	2471_100035	h	node_8	2480_161430	t	1
Knaganishii	2093_139254	t	Knaganishii	2095_89959	h	1
Kafricana	2093_139253	t	Kafricana	2095_89958	h	1
Scerevisiae	2093_139249	t	Scerevisiae	2095_89955	h	1
Ndairenensis	2093_139245	t	Ndairenensis	2095_89962	h	1
Cglabrata	2093_139240	t	Cglabrata	2095_89954	h	1
Scerevisiae	3119_137568	h	Scerevisiae	3120_232582	h	1
Ndairenensis	1464_225993	h	Ndairenensis	1465_160931	t	1
Knaganishii	1464_225990	h	Knaganishii	1465_160928	t	1
Kafricana	1464_225989	h	Kafricana	1465_160927	t	1
Cglabrata	1464_225972	h	Cglabrata	1465_160923	t	1
Ndairenensis	2136_195481	t	Ndairenensis	2137_141878	t	1
Knaganishii	2136_195478	t	Knaganishii	2137_141865	t	1
Kafricana	2136_195477	t	Kafricana	2137_141864	t	1
Scerevisiae	2136_195474	t	Scerevisiae	2137_141873	t	1
Cglabrata	2136_195473	t	Cglabrata	2137_141860	t	1
Ndairenensis	904_210804	h	Ndairenensis	3259_191864	h	1
Knaganishii	904_210801	h	Knaganishii	3259_191861	h	1
Kafricana	904_210800	h	Kafricana	3259_191860	h	1
node_10	904_210799	h	node_10	3259_191859	h	1
Scerevisiae	904_210797	h	Scerevisiae	3259_191857	h	1
Cglabrata	904_210796	h	Cglabrata	3259_191856	h	1
Knaganishii	3152_180785	h	Knaganishii	3153_86023	t	1
Ndairenensis	3152_180771	h	Ndairenensis	3153_86038	t	1
Scerevisiae	3152_180766	h	Scerevisiae	3153_86063	t	1
Kafricana	3152_180762	h	Kafricana	3153_86051	t	1
Cglabrata	3152_180757	h	Cglabrata	3153_86062	t	1
Knaganishii	1026_217114	h	Knaganishii	2593_183023	t	1
Scerevisiae	1026_217109	h	Scerevisiae	2593_183001	t	1
Cglabrata	1026_217106	h	Cglabrata	2593_183018	t	1
Ndairenensis	1026_217098	h	Ndairenensis	2593_183006	t	1
Kafricana	2737_918	t	Kafricana	3887_52161	h	1
Ndairenensis	357_43765	t	Ndairenensis	358_30618	t	1
Scerevisiae	357_43760	t	Scerevisiae	358_30611	t	1
Cglabrata	357_43751	t	Cglabrata	358_30610	t	1
Kafricana	4042_151502	h	Kafricana	4596_85254	t	1
Knaganishii	3643_184728	t	Knaganishii	3644_107331	t	1
Kafricana	3643_184727	t	Kafricana	3644_107330	t	1
Scerevisiae	3643_184723	t	Scerevisiae	3644_107336	t	1
Ndairenensis	3643_184704	t	Ndairenensis	3644_107341	t	1
Cglabrata	3643_184699	t	Cglabrata	3644_107335	t	1
Knaganishii	1776_10378	h	Knaganishii	1777_219594	t	1
Scerevisiae	1776_10374	h	Scerevisiae	1777_219589	t	1
Cglabrata	1776_10373	h	Cglabrata	1777_219588	t	1
node_8	1776_10372	h	node_8	1777_219587	t	1
node_7	1776_10371	h	node_7	1777_219586	t	1
Knaganishii	2175_20123	h	Knaganishii	2186_219479	t	1
Ndairenensis	2175_20110	h	Ndairenensis	2186_219482	t	1
Kafricana	2175_20107	h	Kafricana	2186_219478	t	1
Knaganishii	1974_964	t	Knaganishii	4709_170053	t	1
Kafricana	1974_963	t	Kafricana	4709_170052	t	1
Knaganishii	186_16491	h	Knaganishii	1397_227827	t	1
Cglabrata	186_16486	h	Cglabrata	1397_227812	t	1
Kafricana	186_16479	h	Kafricana	1397_227826	t	1
Ndairenensis	458_154474	t	Ndairenensis	459_218658	h	1
Scerevisiae	458_154467	t	Scerevisiae	459_218651	h	1
Cglabrata	458_154454	t	Cglabrata	459_218666	h	1
Cglabrata	3893_38961	t	Cglabrata	3894_132722	h	1
Scerevisiae	3893_38950	t	Scerevisiae	3894_132734	h	1
Ndairenensis	1466_226063	t	Ndairenensis	1467_152120	h	1
Knaganishii	1466_226060	t	Knaganishii	1467_152117	h	1
Kafricana	1466_226059	t	Kafricana	1467_152116	h	1
node_10	1466_226058	t	node_10	1467_152115	h	1
node_9	1466_226057	t	node_9	1467_152114	h	1
Scerevisiae	1466_226056	t	Scerevisiae	1467_152113	h	1
Cglabrata	1466_226055	t	Cglabrata	1467_152112	h	1
node_8	1466_226054	t	node_8	1467_152111	h	1
node_7	1466_226053	t	node_7	1467_152110	h	1
Ndairenensis	2614_86966	t	Ndairenensis	4817_7052	h	1
Cglabrata	2614_86943	t	Cglabrata	4817_7042	h	1
Scerevisiae	500_74170	h	Scerevisiae	501_108990	t	1
Cglabrata	811_181061	h	Cglabrata	812_83115	h	1
Ndairenensis	811_181031	h	Ndairenensis	812_83120	h	1
Knaganishii	811_181028	h	Knaganishii	812_83131	h	1
Kafricana	811_181027	h	Kafricana	812_83130	h	1
Scerevisiae	811_181024	h	Scerevisiae	812_83106	h	1
Ndairenensis	1668_123760	h	Ndairenensis	1913_210126	t	1
Knaganishii	1668_123757	h	Knaganishii	1913_210123	t	1
Kafricana	1668_123756	h	Kafricana	1913_210122	t	1
node_10	1668_123755	h	node_10	1913_210121	t	1
Knaganishii	1648_178756	h	Knaganishii	1649_51379	t	1
Kafricana	1648_178755	h	Kafricana	1649_51378	t	1
Ndairenensis	1648_178747	h	Ndairenensis	1649_51397	t	1
Cglabrata	2415_139475	t	Cglabrata	2416_111377	t	1
Scerevisiae	2415_139467	t	Scerevisiae	2416_111378	t	1
Ndairenensis	2415_139455	t	Ndairenensis	2416_111385	t	1
Ndairenensis	3709_14418	t	Ndairenensis	3712_175507	h	1
Kafricana	3102_64481	t	Kafricana	3438_52970	t	1
Cglabrata	629_213706	t	Cglabrata	630_73296	t	1
Ndairenensis	629_213698	t	Ndairenensis	630_73286	t	1
Kafricana	629_213695	t	Kafricana	630_73301	t	1
Knaganishii	629_213685	t	Knaganishii	630_73302	t	1
Scerevisiae	629_213680	t	Scerevisiae	630_73297	t	1
Kafricana	629_213662	t	Kafricana	630_73283	t	1
Knaganishii	1156_132267	t	Knaganishii	4869_1029	h	1
Ndairenensis	1156_132253	t	Ndairenensis	4870_184325	t	1
Cglabrata	478_174093	t	Cglabrata	815_48367	t	1
Ndairenensis	2078_150018	t	Ndairenensis	2888_53222	h	1
Knaganishii	554_104769	h	Knaganishii	4569_81995	t	1
Cglabrata	554_104764	h	Cglabrata	4569_81969	t	1
Cglabrata	2138_8449	t	Cglabrata	2153_85976	h	1
Knaganishii	2138_8436	t	Knaganishii	2153_85980	h	1
Ndairenensis	2138_8428	t	Ndairenensis	2153_85983	h	1
Knaganishii	3745_131325	h	Knaganishii	3747_68769	h	1
Kafricana	3745_131324	h	Kafricana	3747_68819	h	1
Scerevisiae	3745_131321	h	Scerevisiae	3747_68793	h	1
Cglabrata	3745_131320	h	Cglabrata	3747_68814	h	1
Scerevisiae	3324_90855	t	Scerevisiae	3325_178285	t	1
Knaganishii	3324_90851	t	Knaganishii	3325_178323	t	1
Kafricana	3324_90850	t	Kafricana	3325_178290	t	1
Cglabrata	3324_90846	t	Cglabrata	3325_178318	t	1
Scerevisiae	3300_2733	t	Scerevisiae	3301_78920	h	1
Knaganishii	2581_93944	t	Knaganishii	4498_67154	h	1
Kafricana	2581_93925	t	Kafricana	4498_67153	h	1
Ndairenensis	2576_109364	h	Ndairenensis	3837_161113	h	1
Knaganishii	2954_216929	h	Knaganishii	3857_209552	t	1
Cglabrata	2954_216923	h	Cglabrata	3857_209547	t	1
Scerevisiae	2954_216920	h	Scerevisiae	3857_209548	t	1
Kafricana	2954_216900	h	Kafricana	3857_209551	t	1
Knaganishii	3755_5939	t	Knaganishii	3757_106033	h	1
Kafricana	3755_5898	t	Kafricana	3757_106027	h	1
Ndairenensis	3755_5885	t	Ndairenensis	3757_106036	h	1
Ndairenensis	2025_154718	t	Ndairenensis	2026_138336	h	1
Scerevisiae	2025_154702	t	Scerevisiae	2026_138331	h	1
Scerevisiae	1243_42309	t	Scerevisiae	1244_42912	t	1
Cglabrata	1243_42308	t	Cglabrata	1244_42911	t	1
Ndairenensis	1243_42296	t	Ndairenensis	1244_42919	t	1
Kafricana	1243_42293	t	Kafricana	1244_42932	t	1
Cglabrata	103_106396	h	Cglabrata	104_180917	h	1
Knaganishii	103_106387	h	Knaganishii	104_180923	h	1
Kafricana	103_106364	h	Kafricana	104_180922	h	1
Scerevisiae	103_106359	h	Scerevisiae	104_180918	h	1
Scerevisiae	4148_63247	h	Scerevisiae	4149_94296	t	1
Cglabrata	4148_63246	h	Cglabrata	4149_94303	t	1
Scerevisiae	3724_167238	t	Scerevisiae	3735_18258	t	1
Knaganishii	1340_74725	h	Knaganishii	1856_116652	t	1
Ndairenensis	3396_180222	t	Ndairenensis	4445_43470	t	1
Knaganishii	3396_180219	t	Knaganishii	4445_43448	t	1
Kafricana	3396_180218	t	Kafricana	4445_43455	t	1
Scerevisiae	3396_180215	t	Scerevisiae	4445_43443	t	1
Cglabrata	3396_180214	t	Cglabrata	4445_43465	t	1
Ndairenensis	2111_203299	h	Ndairenensis	2867_105242	h	1
Kafricana	2111_203296	h	Kafricana	2867_105238	h	1
Cglabrata	2111_203292	h	Cglabrata	2867_105234	h	1
Knaganishii	2111_203288	h	Knaganishii	2867_105239	h	1
Scerevisiae	2111_203283	h	Scerevisiae	2867_105235	h	1
Ndairenensis	3023_49996	h	Ndairenensis	4615_33275	h	1
Kafricana	3023_49993	h	Kafricana	4615_33284	h	1
Scerevisiae	2251_27180	t	Scerevisiae	2252_114153	t	1
Cglabrata	2251_27179	t	Cglabrata	2252_114160	t	1
Scerevisiae	3676_121439	h	Scerevisiae	3677_162907	h	1
Cglabrata	3676_121438	h	Cglabrata	3677_162906	h	1
Ndairenensis	3676_121430	h	Ndairenensis	3677_162921	h	1
Knaganishii	3676_121427	h	Knaganishii	3677_162918	h	1
Kafricana	3676_121426	h	Kafricana	3677_162917	h	1
Cglabrata	2191_138034	h	Cglabrata	4868_142350	h	1
Cglabrata	516_63470	h	Cglabrata	1609_227785	h	1
Scerevisiae	3169_46188	t	Scerevisiae	3170_234496	h	1
Cglabrata	3169_46187	t	Cglabrata	3170_234495	h	1
Ndairenensis	3169_46178	t	Ndairenensis	3170_234501	h	1
Kafricana	3169_46165	t	Kafricana	3170_234507	h	1
Knaganishii	3169_46147	t	Knaganishii	3170_234508	h	1
Ndairenensis	1983_205401	h	Ndairenensis	1995_27036	h	1
Knaganishii	1983_205398	h	Knaganishii	1995_27033	h	1
Kafricana	1983_205397	h	Kafricana	1995_27032	h	1
node_10	1983_205396	h	node_10	1995_27031	h	1
Scerevisiae	1983_205394	h	Scerevisiae	1995_27029	h	1
Cglabrata	1983_205383	h	Cglabrata	1995_27028	h	1
Ndairenensis	1607_58014	t	Ndairenensis	1608_200714	h	1
Kafricana	1607_58011	t	Kafricana	1608_200710	h	1
node_9	1607_58008	t	node_9	1608_200708	h	1
Scerevisiae	1607_58007	t	Scerevisiae	1608_200707	h	1
Knaganishii	1607_57998	t	Knaganishii	1608_200711	h	1
Cglabrata	1607_57993	t	Cglabrata	1608_200706	h	1
Ndairenensis	2951_97539	h	Ndairenensis	2953_219651	t	1
Knaganishii	2951_97536	h	Knaganishii	2953_219624	t	1
Kafricana	2951_97535	h	Kafricana	2953_219648	t	1
Ndairenensis	379_33950	h	Ndairenensis	3083_72921	t	1
Ndairenensis	515_64275	t	Ndairenensis	1611_213895	t	1
Scerevisiae	515_64270	t	Scerevisiae	1611_213886	t	1
Ndairenensis	4144_158726	h	Ndairenensis	4155_202221	h	1
Scerevisiae	4144_158721	h	Scerevisiae	4155_202268	h	1
Knaganishii	4144_158700	h	Knaganishii	4155_202249	h	1
Kafricana	4144_158699	h	Kafricana	4155_202218	h	1
Ndairenensis	1432_48744	h	Ndairenensis	3254_57085	t	1
Kafricana	1432_48736	h	Kafricana	3254_57081	t	1
Knaganishii	1432_48729	h	Knaganishii	3254_57082	t	1
Scerevisiae	3397_88359	h	Scerevisiae	3398_23318	t	1
Cglabrata	3397_88358	h	Cglabrata	3398_23354	t	1
Kafricana	3397_88344	h	Kafricana	3398_23328	t	1
Knaganishii	3397_88326	h	Knaganishii	3398_23359	t	1
Kafricana	39_58194	t	Kafricana	1637_103556	t	1
Scerevisiae	39_58180	t	Scerevisiae	1637_103570	t	1
Ndairenensis	39_58176	t	Ndairenensis	1637_103518	t	1
Cglabrata	3308_204620	t	Cglabrata	3309_204350	h	1
