#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
node_2	358_30598	h	node_2	4166_104889	h	1
Lkluyveri	358_30597	h	Lkluyveri	4166_104876	h	1
Lthermotolerans	358_30596	h	Lthermotolerans	4166_104875	h	1
Tphaffii	2361_96215	t	Tphaffii	3209_184744	h	1
Klactis	493_146946	t	Klactis	1400_102692	h	1
Ecymbalariae	493_146945	t	Ecymbalariae	1400_102690	h	1
node_2	493_146942	t	node_2	1400_102688	h	1
Lkluyveri	493_146941	t	Lkluyveri	1400_102687	h	1
Knaganishii	4496_95562	t	Knaganishii	4499_166073	t	1
Tphaffii	4496_95542	t	Tphaffii	4499_166087	t	1
Kafricana	4496_95540	t	Kafricana	4499_166084	t	1
Ndairenensis	4496_95531	t	Ndairenensis	4499_166064	t	1
Ncastellii	4496_95530	t	Ncastellii	4499_166063	t	1
Scerevisiae	4496_95526	t	Scerevisiae	4499_166055	t	1
Tphaffii	355_94985	h	Tphaffii	4940_99661	h	1
Kafricana	355_94982	h	Kafricana	4940_99679	h	1
Knaganishii	355_94970	h	Knaganishii	4940_99658	h	1
Klactis	355_94944	h	Klactis	4940_99667	h	1
Tblattae	1171_169705	t	Tblattae	1875_6805	t	1
Knaganishii	1171_169702	t	Knaganishii	1875_6793	t	1
Tphaffii	1171_169694	t	Tphaffii	1875_6804	t	1
Kafricana	1171_169688	t	Kafricana	1875_6799	t	1
Tdelbrueckii	1171_169678	t	Tdelbrueckii	1875_6776	t	1
Zrouxii	1171_169677	t	Zrouxii	1875_6775	t	1
node_5	1171_169676	t	node_5	1875_6774	t	1
node_4	1171_169675	t	node_4	1875_6773	t	1
Egossypii	1171_169674	t	Egossypii	1875_6771	t	1
Ecymbalariae	1171_169673	t	Ecymbalariae	1875_6770	t	1
node_3	1171_169672	t	node_3	1875_6769	t	1
Lkluyveri	1171_169669	t	Lkluyveri	1875_6767	t	1
Lthermotolerans	1171_169668	t	Lthermotolerans	1875_6766	t	1
node_1	1171_169667	t	node_1	1875_6765	t	1
node_0	1171_169666	t	node_0	1875_6764	t	1
Ecymbalariae	2541_201167	t	Ecymbalariae	2543_63688	t	1
Scerevisiae	847_206726	h	Scerevisiae	848_164327	h	1
Knaganishii	976_169024	h	Knaganishii	977_215085	h	1
Cglabrata	976_169019	h	Cglabrata	977_215123	h	1
Klactis	976_169011	h	Klactis	977_215095	h	1
Lthermotolerans	976_169006	h	Lthermotolerans	977_215074	h	1
Tblattae	976_169001	h	Tblattae	977_215115	h	1
Tphaffii	976_169000	h	Tphaffii	977_215126	h	1
Ndairenensis	976_168998	h	Ndairenensis	977_215112	h	1
Ncastellii	976_168997	h	Ncastellii	977_215111	h	1
Kafricana	976_168990	h	Kafricana	977_215109	h	1
Scerevisiae	976_168985	h	Scerevisiae	977_215105	h	1
Tdelbrueckii	976_168978	h	Tdelbrueckii	977_215100	h	1
Zrouxii	976_168977	h	Zrouxii	977_215099	h	1
Lkluyveri	976_168974	h	Lkluyveri	977_215090	h	1
Cglabrata	1509_38201	t	Cglabrata	1513_223427	h	1
Klactis	2706_14673	t	Klactis	4630_27949	t	1
Egossypii	2706_14672	t	Egossypii	4630_27948	t	1
Ecymbalariae	2706_14671	t	Ecymbalariae	4630_27947	t	1
node_3	2706_14670	t	node_3	4630_27946	t	1
node_2	2706_14669	t	node_2	4630_27945	t	1
Lkluyveri	2706_14668	t	Lkluyveri	4630_27944	t	1
Tphaffii	1109_671	h	Tphaffii	4140_201304	h	1
Tdelbrueckii	1109_645	h	Tdelbrueckii	4140_201290	h	1
Zrouxii	1109_644	h	Zrouxii	4140_201289	h	1
Tblattae	1109_641	h	Tblattae	4140_201305	h	1
Klactis	1109_628	h	Klactis	4140_201272	h	1
Egossypii	1109_627	h	Egossypii	4140_201271	h	1
Ecymbalariae	1109_626	h	Ecymbalariae	4140_201270	h	1
node_3	1109_625	h	node_3	4140_201269	h	1
node_2	1109_624	h	node_2	4140_201268	h	1
Lkluyveri	1109_623	h	Lkluyveri	4140_201267	h	1
Lthermotolerans	1109_622	h	Lthermotolerans	4140_201266	h	1
node_1	1109_621	h	node_1	4140_201265	h	1
node_0	1109_620	h	node_0	4140_201264	h	1
Klactis	4435_188965	t	Klactis	4982_230627	h	1
Ecymbalariae	4435_188963	t	Ecymbalariae	4982_230625	h	1
Lkluyveri	4435_188960	t	Lkluyveri	4982_230622	h	1
Tphaffii	2330_224482	h	Tphaffii	2332_169561	h	1
Kafricana	2330_224479	h	Kafricana	2332_169615	h	1
Ecymbalariae	2330_224469	h	Ecymbalariae	2332_169603	h	1
Cglabrata	2330_224461	h	Cglabrata	2332_169581	h	1
Egossypii	2330_224452	h	Egossypii	2332_169572	h	1
Lthermotolerans	2330_224447	h	Lthermotolerans	2332_169567	h	1
node_0	2330_224444	h	node_0	2332_169564	h	1
Tblattae	2330_224442	h	Tblattae	2332_169618	h	1
Scerevisiae	2330_224434	h	Scerevisiae	2332_169624	h	1
Knaganishii	2330_224427	h	Knaganishii	2332_169594	h	1
Tdelbrueckii	2330_224418	h	Tdelbrueckii	2332_169556	h	1
Zrouxii	2330_224417	h	Zrouxii	2332_169555	h	1
Klactis	2330_224413	h	Klactis	2332_169604	h	1
Lkluyveri	2330_224410	h	Lkluyveri	2332_169599	h	1
Ndairenensis	2400_205171	t	Ndairenensis	2410_141011	t	1
Ncastellii	2400_205170	t	Ncastellii	2410_141010	t	1
node_11	2400_205169	t	node_11	2410_141009	t	1
Knaganishii	2400_205168	t	Knaganishii	2410_141008	t	1
Kafricana	2400_205167	t	Kafricana	2410_141007	t	1
node_10	2400_205166	t	node_10	2410_141006	t	1
node_9	2400_205165	t	node_9	2410_141005	t	1
Scerevisiae	2400_205164	t	Scerevisiae	2410_141004	t	1
node_7	2400_205161	t	node_7	2410_141001	t	1
Tdelbrueckii	2400_205158	t	Tdelbrueckii	2410_140979	t	1
node_4	2400_205155	t	node_4	2410_140976	t	1
Klactis	2400_205154	t	Klactis	2410_140975	t	1
Lkluyveri	2400_205151	t	Lkluyveri	2410_140972	t	1
Lthermotolerans	2400_205150	t	Lthermotolerans	2410_140971	t	1
node_1	2400_205149	t	node_1	2410_140970	t	1
node_0	2400_205148	t	node_0	2410_140969	t	1
Tblattae	22_94194	t	Tblattae	3550_163174	t	1
Tphaffii	22_94193	t	Tphaffii	3550_163173	t	1
node_12	22_94192	t	node_12	3550_163172	t	1
Scerevisiae	22_94184	t	Scerevisiae	3550_163164	t	1
Cglabrata	22_94183	t	Cglabrata	3550_163163	t	1
Tdelbrueckii	22_94179	t	Tdelbrueckii	3550_163159	t	1
Zrouxii	22_94178	t	Zrouxii	3550_163158	t	1
node_5	22_94177	t	node_5	3550_163157	t	1
node_4	22_94176	t	node_4	3550_163156	t	1
Klactis	22_94175	t	Klactis	3550_163155	t	1
Egossypii	22_94174	t	Egossypii	3550_163182	t	1
Ecymbalariae	22_94173	t	Ecymbalariae	3550_163154	t	1
node_2	22_94171	t	node_2	3550_163151	t	1
Lkluyveri	22_94170	t	Lkluyveri	3550_163150	t	1
Lthermotolerans	22_94169	t	Lthermotolerans	3550_163149	t	1
node_1	22_94168	t	node_1	3550_163148	t	1
node_0	22_94167	t	node_0	3550_163147	t	1
Knaganishii	3814_29946	h	Knaganishii	3815_186229	t	1
Scerevisiae	3814_29941	h	Scerevisiae	3815_186255	t	1
Tblattae	3814_29933	h	Tblattae	3815_186244	t	1
Tphaffii	3814_29932	h	Tphaffii	3815_186243	t	1
Ndairenensis	3814_29930	h	Ndairenensis	3815_186241	t	1
Ncastellii	3814_29929	h	Ncastellii	3815_186240	t	1
Kafricana	3814_29927	h	Kafricana	3815_186266	t	1
Cglabrata	933_29440	h	Cglabrata	3878_37152	h	1
Tdelbrueckii	933_29434	h	Tdelbrueckii	3878_37148	h	1
Zrouxii	933_29433	h	Zrouxii	3878_37147	h	1
node_5	933_29432	h	node_5	3878_37146	h	1
Klactis	933_29430	h	Klactis	3878_37144	h	1
Egossypii	933_29425	h	Egossypii	3878_37143	h	1
Ecymbalariae	933_29416	h	Ecymbalariae	3878_37142	h	1
Tphaffii	933_29406	h	Tphaffii	3878_37160	h	1
Tblattae	933_29395	h	Tblattae	3878_37161	h	1
Scerevisiae	933_29384	h	Scerevisiae	3878_37153	h	1
Lkluyveri	933_29373	h	Lkluyveri	3878_37139	h	1
Cglabrata	4956_139165	t	Cglabrata	4994_175911	h	1
Tblattae	4822_82410	t	Tblattae	4823_98437	t	1
Ndairenensis	4822_82407	t	Ndairenensis	4823_98452	t	1
Ncastellii	4822_82406	t	Ncastellii	4823_98451	t	1
Kafricana	4822_82404	t	Kafricana	4823_98449	t	1
Cglabrata	4822_82399	t	Cglabrata	4823_98411	t	1
Tdelbrueckii	4822_82395	t	Tdelbrueckii	4823_98426	t	1
Zrouxii	4822_82394	t	Zrouxii	4823_98425	t	1
Klactis	4822_82377	t	Klactis	4823_98421	t	1
Egossypii	4822_82376	t	Egossypii	4823_98402	t	1
Ecymbalariae	4822_82375	t	Ecymbalariae	4823_98420	t	1
node_2	4822_82373	t	node_2	4823_98417	t	1
Lkluyveri	4822_82372	t	Lkluyveri	4823_98416	t	1
Lthermotolerans	4822_82371	t	Lthermotolerans	4823_98397	t	1
Tblattae	1265_21369	t	Tblattae	4639_136765	h	1
Ndairenensis	2475_106066	t	Ndairenensis	2477_8785	t	1
Ncastellii	2475_106065	t	Ncastellii	2477_8784	t	1
Tdelbrueckii	2301_191325	h	Tdelbrueckii	2574_116887	t	1
Tphaffii	2301_191320	h	Tphaffii	2574_116860	t	1
Ndairenensis	2301_191318	h	Ndairenensis	2574_116869	t	1
Ncastellii	2301_191317	h	Ncastellii	2574_116868	t	1
Knaganishii	2301_191315	h	Knaganishii	2574_116883	t	1
Kafricana	2301_191314	h	Kafricana	2574_116882	t	1
Scerevisiae	2301_191311	h	Scerevisiae	2574_116878	t	1
Cglabrata	2301_191310	h	Cglabrata	2574_116894	t	1
Lthermotolerans	2301_191272	h	Lthermotolerans	2574_116845	t	1
Ndairenensis	2156_9463	t	Ndairenensis	2820_59782	t	1
Ncastellii	2156_9462	t	Ncastellii	2820_59781	t	1
Kafricana	2156_9458	t	Kafricana	2820_59796	t	1
Kafricana	1688_167204	t	Kafricana	2690_166138	h	1
Knaganishii	2810_96863	h	Knaganishii	3512_189484	h	1
Tblattae	1050_72971	t	Tblattae	2604_106111	h	1
Tphaffii	1050_72970	t	Tphaffii	2604_106110	h	1
Tblattae	1000_7143	t	Tblattae	2583_115416	h	1
Ndairenensis	1000_7140	t	Ndairenensis	2583_115413	h	1
Ncastellii	1000_7139	t	Ncastellii	2583_115412	h	1
node_11	1000_7138	t	node_11	2583_115411	h	1
Tphaffii	1000_7132	t	Tphaffii	2583_115415	h	1
Tdelbrueckii	1000_7118	t	Tdelbrueckii	2583_115402	h	1
Zrouxii	1000_7117	t	Zrouxii	2583_115401	h	1
node_5	1000_7116	t	node_5	2583_115400	h	1
Klactis	1000_7100	t	Klactis	2583_115398	h	1
Egossypii	1000_7099	t	Egossypii	2583_115397	h	1
Ecymbalariae	1000_7098	t	Ecymbalariae	2583_115396	h	1
node_3	1000_7097	t	node_3	2583_115395	h	1
node_2	1000_7096	t	node_2	2583_115394	h	1
Lkluyveri	1000_7095	t	Lkluyveri	2583_115393	h	1
Lthermotolerans	1000_7094	t	Lthermotolerans	2583_115392	h	1
node_1	1000_7093	t	node_1	2583_115391	h	1
node_0	1000_7092	t	node_0	2583_115390	h	1
Kafricana	337_224658	t	Kafricana	4094_155755	t	1
Lkluyveri	2332_169599	t	Lkluyveri	4684_68929	t	1
Egossypii	2332_169572	t	Egossypii	4684_68934	t	1
Tdelbrueckii	2332_169556	t	Tdelbrueckii	4684_68939	t	1
Zrouxii	2332_169555	t	Zrouxii	4684_68938	t	1
Cglabrata	91_112722	h	Cglabrata	93_220646	t	1
Tblattae	1186_78445	t	Tblattae	4361_92241	t	1
Tblattae	1646_108729	t	Tblattae	1649_51382	t	1
Kafricana	70_77426	t	Kafricana	2011_81183	h	1
Knaganishii	70_77410	t	Knaganishii	2011_81160	h	1
Tdelbrueckii	2490_191054	h	Tdelbrueckii	4652_150493	h	1
Egossypii	2490_191050	h	Egossypii	4652_150474	h	1
Lkluyveri	2490_191045	h	Lkluyveri	4652_150470	h	1
Klactis	2490_191041	h	Klactis	4652_150475	h	1
Tblattae	583_180960	t	Tblattae	586_198629	h	1
Tblattae	1008_229393	t	Tblattae	1011_148739	h	1
Egossypii	1008_229386	t	Egossypii	1011_148719	h	1
Ecymbalariae	1008_229385	t	Ecymbalariae	1011_148718	h	1
node_3	1008_229384	t	node_3	1011_148717	h	1
Lthermotolerans	1778_119116	h	Lthermotolerans	4113_227558	h	1
Tphaffii	164_127682	h	Tphaffii	1376_133657	h	1
Knaganishii	164_127679	h	Knaganishii	1376_133652	h	1
Kafricana	164_127678	h	Kafricana	1376_133651	h	1
node_10	164_127677	h	node_10	1376_133650	h	1
Cglabrata	164_127673	h	Cglabrata	1376_133647	h	1
node_6	164_127670	h	node_6	1376_133644	h	1
Tdelbrueckii	164_127668	h	Tdelbrueckii	1376_133643	h	1
Zrouxii	164_127667	h	Zrouxii	1376_133642	h	1
node_5	164_127666	h	node_5	1376_133641	h	1
node_4	164_127665	h	node_4	1376_133640	h	1
Klactis	164_127664	h	Klactis	1376_133639	h	1
Egossypii	164_127663	h	Egossypii	1376_133638	h	1
Ecymbalariae	164_127662	h	Ecymbalariae	1376_133637	h	1
node_3	164_127661	h	node_3	1376_133636	h	1
node_2	164_127660	h	node_2	1376_133635	h	1
Lkluyveri	164_127659	h	Lkluyveri	1376_133634	h	1
Lthermotolerans	164_127658	h	Lthermotolerans	1376_133633	h	1
node_1	164_127657	h	node_1	1376_133632	h	1
node_0	164_127656	h	node_0	1376_133631	h	1
Ncastellii	3182_165423	h	Ncastellii	3859_59599	h	1
Tphaffii	709_49004	t	Tphaffii	711_29821	h	1
Tphaffii	741_50695	h	Tphaffii	1325_70783	h	1
Scerevisiae	741_50692	h	Scerevisiae	1325_70773	h	1
Tdelbrueckii	741_50661	h	Tdelbrueckii	1325_70768	h	1
Zrouxii	741_50652	h	Zrouxii	1325_70767	h	1
Ndairenensis	741_50645	h	Ndairenensis	1325_70780	h	1
Ncastellii	741_50644	h	Ncastellii	1325_70779	h	1
node_11	741_50643	h	node_11	1325_70778	h	1
Knaganishii	741_50642	h	Knaganishii	1325_70777	h	1
Kafricana	741_50641	h	Kafricana	1325_70776	h	1
node_10	741_50640	h	node_10	1325_70775	h	1
Cglabrata	741_50638	h	Cglabrata	1325_70772	h	1
Klactis	741_50627	h	Klactis	1325_70764	h	1
Egossypii	741_50626	h	Egossypii	1325_70763	h	1
Ecymbalariae	741_50625	h	Ecymbalariae	1325_70762	h	1
node_3	741_50624	h	node_3	1325_70761	h	1
node_2	741_50623	h	node_2	1325_70760	h	1
Lkluyveri	741_50622	h	Lkluyveri	1325_70759	h	1
Lthermotolerans	741_50621	h	Lthermotolerans	1325_70758	h	1
node_1	741_50620	h	node_1	1325_70757	h	1
node_0	741_50619	h	node_0	1325_70756	h	1
Ncastellii	3706_146659	t	Ncastellii	3707_134857	h	1
Knaganishii	3706_146656	t	Knaganishii	3707_134882	h	1
Ndairenensis	3706_146652	t	Ndairenensis	3707_134858	h	1
Scerevisiae	3706_146640	t	Scerevisiae	3707_134840	h	1
Cglabrata	3706_146639	t	Cglabrata	3707_134877	h	1
Scerevisiae	2531_33067	h	Scerevisiae	2532_41056	t	1
Tblattae	185_3527	t	Tblattae	1395_211165	t	1
Tphaffii	185_3526	t	Tphaffii	1395_211180	t	1
Ndairenensis	185_3524	t	Ndairenensis	1395_211203	t	1
Ncastellii	185_3523	t	Ncastellii	1395_211202	t	1
Knaganishii	185_3521	t	Knaganishii	1395_211177	t	1
Kafricana	185_3520	t	Kafricana	1395_211176	t	1
Cglabrata	185_3516	t	Cglabrata	1395_211151	t	1
Tdelbrueckii	185_3512	t	Tdelbrueckii	1395_211156	t	1
Zrouxii	185_3511	t	Zrouxii	1395_211155	t	1
Egossypii	185_3507	t	Egossypii	1395_211141	t	1
Ecymbalariae	185_3506	t	Ecymbalariae	1395_211140	t	1
node_3	185_3505	t	node_3	1395_211139	t	1
Lkluyveri	185_3503	t	Lkluyveri	1395_211136	t	1
Lthermotolerans	185_3502	t	Lthermotolerans	1395_211135	t	1
node_1	185_3501	t	node_1	1395_211134	t	1
node_0	185_3500	t	node_0	1395_211133	t	1
Knaganishii	1824_88666	t	Knaganishii	2102_138094	h	1
Egossypii	1832_191718	h	Egossypii	3673_64100	t	1
Tblattae	130_118082	t	Tblattae	2054_166644	h	1
Kafricana	932_139856	h	Kafricana	3877_187801	h	1
Tdelbrueckii	3481_70501	h	Tdelbrueckii	4826_115050	t	1
Zrouxii	3481_70483	h	Zrouxii	4826_115049	t	1
Klactis	3481_70462	h	Klactis	4826_115025	t	1
Lkluyveri	3481_70459	h	Lkluyveri	4826_115022	t	1
Tphaffii	3481_70454	h	Tphaffii	4826_115038	t	1
Egossypii	3481_70447	h	Egossypii	4826_115008	t	1
Ecymbalariae	3481_70446	h	Ecymbalariae	4826_115046	t	1
Lthermotolerans	3481_70442	h	Lthermotolerans	4826_115021	t	1
Tphaffii	369_73738	h	Tphaffii	4024_34165	h	1
Kafricana	369_73736	h	Kafricana	4024_34172	h	1
Ndairenensis	369_73726	h	Ndairenensis	4024_34176	h	1
Ncastellii	369_73725	h	Ncastellii	4024_34175	h	1
node_11	369_73724	h	node_11	4024_34174	h	1
Knaganishii	369_73723	h	Knaganishii	4024_34173	h	1
Scerevisiae	369_73719	h	Scerevisiae	4024_34181	h	1
Tdelbrueckii	369_73713	h	Tdelbrueckii	4024_34213	h	1
Zrouxii	369_73712	h	Zrouxii	4024_34212	h	1
Klactis	369_73708	h	Klactis	4024_34199	h	1
Ecymbalariae	369_73707	h	Ecymbalariae	4024_34149	h	1
Lthermotolerans	369_73701	h	Lthermotolerans	4024_34196	h	1
Egossypii	369_73696	h	Egossypii	4024_34208	h	1
Lkluyveri	369_73691	h	Lkluyveri	4024_34203	h	1
Tblattae	703_99989	h	Tblattae	4016_101363	h	1
Tphaffii	703_99988	h	Tphaffii	4016_101362	h	1
Tblattae	3145_48805	t	Tblattae	3146_141639	t	1
Tphaffii	3145_48804	t	Tphaffii	3146_141638	t	1
Ndairenensis	3145_48802	t	Ndairenensis	3146_141636	t	1
Ncastellii	3145_48801	t	Ncastellii	3146_141635	t	1
node_11	3145_48800	t	node_11	3146_141634	t	1
Knaganishii	3145_48799	t	Knaganishii	3146_141633	t	1
Kafricana	3145_48798	t	Kafricana	3146_141625	t	1
Scerevisiae	3145_48795	t	Scerevisiae	3146_141629	t	1
Cglabrata	3145_48794	t	Cglabrata	3146_141620	t	1
Knaganishii	1393_166808	h	Knaganishii	1395_211207	h	1
Cglabrata	3805_26135	t	Cglabrata	3806_47095	t	1
Tblattae	3805_26126	t	Tblattae	3806_47112	t	1
Tphaffii	3805_26125	t	Tphaffii	3806_47111	t	1
node_12	3805_26124	t	node_12	3806_47110	t	1
Ndairenensis	3805_26123	t	Ndairenensis	3806_47109	t	1
Ncastellii	3805_26122	t	Ncastellii	3806_47108	t	1
Knaganishii	3805_26120	t	Knaganishii	3806_47100	t	1
Kafricana	3805_26119	t	Kafricana	3806_47099	t	1
Scerevisiae	3805_26116	t	Scerevisiae	3806_47104	t	1
Tdelbrueckii	3805_26111	t	Tdelbrueckii	3806_47089	t	1
Zrouxii	3805_26110	t	Zrouxii	3806_47088	t	1
Klactis	3805_26106	t	Klactis	3806_47085	t	1
Egossypii	3805_26105	t	Egossypii	3806_47080	t	1
Lkluyveri	3805_26101	t	Lkluyveri	3806_47075	t	1
Lthermotolerans	3805_26100	t	Lthermotolerans	3806_47074	t	1
Tblattae	300_59108	h	Tblattae	2777_173216	t	1
Klactis	974_54618	t	Klactis	4158_139780	h	1
Tphaffii	1280_50842	t	Tphaffii	2288_188556	h	1
Ndairenensis	1280_50839	t	Ndairenensis	2288_188545	h	1
Ncastellii	1280_50838	t	Ncastellii	2288_188544	h	1
Cglabrata	1280_50816	t	Cglabrata	2288_188538	h	1
Tphaffii	758_55344	h	Tphaffii	784_65028	h	1
Lthermotolerans	4132_87472	h	Lthermotolerans	4820_111925	h	1
Ndairenensis	217_22559	h	Ndairenensis	3618_114193	t	1
Ncastellii	217_22558	h	Ncastellii	3618_114192	t	1
Knaganishii	3289_134068	h	Knaganishii	3609_208083	t	1
Egossypii	3289_134056	h	Egossypii	3609_208069	t	1
Lthermotolerans	3289_134051	h	Lthermotolerans	3609_208064	t	1
Lkluyveri	3289_134046	h	Lkluyveri	3609_208065	t	1
Tphaffii	3289_134038	h	Tphaffii	3609_208089	t	1
Ndairenensis	3289_134036	h	Ndairenensis	3609_208086	t	1
Ncastellii	3289_134035	h	Ncastellii	3609_208085	t	1
node_11	3289_134034	h	node_11	3609_208084	t	1
Kafricana	3289_134033	h	Kafricana	3609_208082	t	1
node_9	3289_134030	h	node_9	3609_208080	t	1
Scerevisiae	3289_134029	h	Scerevisiae	3609_208079	t	1
Cglabrata	3289_134026	h	Cglabrata	3609_208078	t	1
node_8	3289_134025	h	node_8	3609_208077	t	1
node_7	3289_134024	h	node_7	3609_208076	t	1
Tdelbrueckii	3289_134022	h	Tdelbrueckii	3609_208074	t	1
Zrouxii	3289_134021	h	Zrouxii	3609_208073	t	1
Ecymbalariae	3289_134017	h	Ecymbalariae	3609_208068	t	1
Klactis	1152_191526	h	Klactis	1154_118206	t	1
Egossypii	1152_191525	h	Egossypii	1154_118155	t	1
Ncastellii	1831_116239	h	Ncastellii	4707_42504	h	1
Tphaffii	321_217682	h	Tphaffii	322_37914	t	1
Knaganishii	321_217679	h	Knaganishii	322_37942	t	1
Ncastellii	321_217668	h	Ncastellii	322_37885	t	1
Kafricana	321_217666	h	Kafricana	322_37910	t	1
Scerevisiae	321_217662	h	Scerevisiae	322_37927	t	1
Tdelbrueckii	321_217656	h	Tdelbrueckii	322_37931	t	1
Zrouxii	321_217655	h	Zrouxii	322_37920	t	1
Cglabrata	321_217648	h	Cglabrata	322_37937	t	1
Egossypii	321_217638	h	Egossypii	322_37872	t	1
Ecymbalariae	321_217637	h	Ecymbalariae	322_37871	t	1
Lkluyveri	321_217634	h	Lkluyveri	322_37868	t	1
Lthermotolerans	321_217633	h	Lthermotolerans	322_37867	t	1
node_1	321_217632	h	node_1	322_37866	t	1
Tphaffii	1459_230108	h	Tphaffii	1522_137138	h	1
Tblattae	1010_71936	h	Tblattae	4861_150938	t	1
Tphaffii	1010_71935	h	Tphaffii	4861_150937	t	1
Ndairenensis	1010_71933	h	Ndairenensis	4861_150947	t	1
Ncastellii	1010_71932	h	Ncastellii	4861_150946	t	1
Knaganishii	1010_71930	h	Knaganishii	4861_150922	t	1
Kafricana	1010_71929	h	Kafricana	4861_150935	t	1
Tdelbrueckii	1010_71921	h	Tdelbrueckii	4861_150911	t	1
Zrouxii	1010_71920	h	Zrouxii	4861_150910	t	1
Egossypii	1010_71916	h	Egossypii	4861_150905	t	1
Ecymbalariae	1010_71915	h	Ecymbalariae	4861_150904	t	1
Lkluyveri	1010_71912	h	Lkluyveri	4861_150901	t	1
Lthermotolerans	1010_71911	h	Lthermotolerans	4861_150900	t	1
node_1	1010_71910	h	node_1	4861_150899	t	1
Knaganishii	3582_14000	h	Knaganishii	3583_51812	h	1
Kafricana	3582_13999	h	Kafricana	3583_51852	h	1
Cglabrata	3582_13995	h	Cglabrata	3583_51837	h	1
Tblattae	3582_13990	h	Tblattae	3583_51841	h	1
Ndairenensis	3582_13987	h	Ndairenensis	3583_51855	h	1
Scerevisiae	3582_13982	h	Scerevisiae	3583_51838	h	1
Tdelbrueckii	3582_13976	h	Tdelbrueckii	3583_51832	h	1
Zrouxii	3582_13975	h	Zrouxii	3583_51845	h	1
Klactis	3582_13972	h	Klactis	3583_51827	h	1
Lkluyveri	3582_13967	h	Lkluyveri	3583_51824	h	1
Egossypii	3582_13962	h	Egossypii	3583_51801	h	1
Lthermotolerans	3582_13957	h	Lthermotolerans	3583_51819	h	1
Ecymbalariae	3582_13953	h	Ecymbalariae	3583_51867	h	1
Tphaffii	727_198733	h	Tphaffii	853_185025	h	1
Tphaffii	2428_120886	h	Tphaffii	5006_200320	t	1
Knaganishii	2428_120880	h	Knaganishii	5006_200352	t	1
Kafricana	2428_120876	h	Kafricana	5006_200351	t	1
Tblattae	2428_120867	h	Tblattae	5006_200344	t	1
Cglabrata	2428_120864	h	Cglabrata	5006_200317	t	1
Kafricana	2428_120855	h	Kafricana	5006_200307	t	1
Knaganishii	2428_120849	h	Knaganishii	5006_200308	t	1
Scerevisiae	2428_120844	h	Scerevisiae	5006_200303	t	1
Ndairenensis	2428_120840	h	Ndairenensis	5006_200299	t	1
Ncastellii	2428_120839	h	Ncastellii	5006_200298	t	1
Klactis	2428_120825	h	Klactis	5006_200284	t	1
Cglabrata	2428_120819	h	Cglabrata	5006_200341	t	1
Lkluyveri	2428_120810	h	Lkluyveri	5006_200279	t	1
Tblattae	1330_107772	h	Tblattae	1332_15297	h	1
Tphaffii	1330_107771	h	Tphaffii	1332_15296	h	1
Ndairenensis	1330_107769	h	Ndairenensis	1332_15288	h	1
Cglabrata	1330_107764	h	Cglabrata	1332_15293	h	1
Knaganishii	1330_107760	h	Knaganishii	1332_15285	h	1
Kafricana	1330_107759	h	Kafricana	1332_15284	h	1
Tdelbrueckii	1330_107749	h	Tdelbrueckii	1332_15276	h	1
Tblattae	1200_227472	t	Tblattae	1452_111006	h	1
Ndairenensis	615_123170	h	Ndairenensis	616_217939	t	1
Ncastellii	615_123169	h	Ncastellii	616_217938	t	1
node_11	615_123168	h	node_11	616_217937	t	1
Knaganishii	615_123167	h	Knaganishii	616_217936	t	1
Kafricana	615_123166	h	Kafricana	616_217935	t	1
node_10	615_123165	h	node_10	616_217934	t	1
Scerevisiae	615_123163	h	Scerevisiae	616_217932	t	1
Cglabrata	615_123162	h	Cglabrata	616_217931	t	1
Tblattae	143_222209	t	Tblattae	145_22747	t	1
Tphaffii	143_222208	t	Tphaffii	145_22745	t	1
Ndairenensis	143_222206	t	Ndairenensis	145_22742	t	1
Ncastellii	143_222205	t	Ncastellii	145_22741	t	1
Knaganishii	143_222203	t	Knaganishii	145_22739	t	1
Kafricana	143_222202	t	Kafricana	145_22738	t	1
Scerevisiae	686_96308	h	Scerevisiae	697_72291	t	1
Ecymbalariae	686_96297	h	Ecymbalariae	697_72265	t	1
Cglabrata	4562_20343	t	Cglabrata	4614_184496	h	1
Scerevisiae	4562_20333	t	Scerevisiae	4614_184497	h	1
Ncastellii	4562_20328	t	Ncastellii	4614_184503	h	1
Tdelbrueckii	4562_20318	t	Tdelbrueckii	4614_184492	h	1
Zrouxii	4562_20317	t	Zrouxii	4614_184491	h	1
node_5	4562_20316	t	node_5	4614_184490	h	1
Kafricana	4562_20311	t	Kafricana	4614_184500	h	1
Klactis	4562_20298	t	Klactis	4614_184481	h	1
Ecymbalariae	4562_20296	t	Ecymbalariae	4614_184487	h	1
Knaganishii	4562_20288	t	Knaganishii	4614_184501	h	1
Tphaffii	3250_6921	h	Tphaffii	4711_158326	h	1
Tblattae	1805_47332	h	Tblattae	1806_69778	t	1
Tphaffii	1805_47331	h	Tphaffii	1806_69777	t	1
Tphaffii	1805_47328	h	Tphaffii	1806_69788	t	1
Ncastellii	1805_47324	h	Ncastellii	1806_69757	t	1
Knaganishii	1805_47322	h	Knaganishii	1806_69774	t	1
Kafricana	1805_47321	h	Kafricana	1806_69748	t	1
Scerevisiae	1805_47318	h	Scerevisiae	1806_69734	t	1
